seq,word,hzctable,strokesnum,pinyins,strokes,strokesok,explanation
4295,狲,表3丙表1000字,9画,sūn,丿 ㇁ 丿 ㇇ 亅 ㇀ 亅 丿 丶,true(a9~e9),如猢狲猕猴的一种狲（猻）sūn
4296,訇,表3丙表1000字,9画,hōng,丿 𠃌 丶 一 一 一 丨 𠃍 一,true(a9~e9),訇〈名〉惊叫声 訇，骇言声。--《说文》见阿訇訇〈象〉惊叫声。也用以形容大声 訇然中开。--唐·李白《梦游天姥吟留别》又如訇訇(形容声音很大);訇哮(风声猛烈状);訇然(形容声音很大)訇hōng⒈大声。⒉
4300,饸,表3丙表1000字,9画,hé,丿 乛 𠄌 丿 ㇏ 一 丨 𠃍 一,true(a9~e9),饸hé〈方〉
4301,饹,表3丙表1000字,9画,gē、le,丿 乛 𠄌 丿 ㇇ ㇏ 丨 𠃍 一,true(a9~e9),
4302,胤,表3丙表1000字,9画,yìn,丿 𠃋 𠃋 丶 丨 𠃌 一 一 乚,true(a9~e9),胤 (会意。从肉，从八，从幺。肉表示血统关系，幺表示重迭，八表示延长∠起来表示后代。本义子孙相承) 同本义 胤，子孙相承续也。--《说文》予乃胤保大相东土。--《书·洛浩》胤，继也。--《尔雅》胤殷周之失业。--《剧秦美新》胤 子孙，后裔，子嗣，后嗣 胤子朱启明。--《书·尧典》夫许，太岳之胤也。--《左传·隐公十一年》周公之胤。--《左传·僖公二十四年》永锡祚胤。--《诗·大雅·既醉》又如胤子(子嗣;嗣子);胤息(子息;子嗣)胤yìn后代。
4309,疣,表3丙表1000字,9画,yóu,丶 一 丿 丶 ㇀ 一 丿 乚 丶,true(a9~e9),疣 皮肤病名 胾，赘也。从肉，尤声。--《说文》胾，肿也。--《广雅》今学曾未如胾赘。--《荀子·宥坐》。注结肉。病原体是一种病毒，症状是皮肤上出现跟正常的皮肤颜色相同的或黄褐色的突起，表面干燥而粗糙，不疼不痒，多长在面部、头部或手背等处。如疣子(疣。皮肤上长的肉瘤);疣疮(疣子)用同尤。怨恨，归咎;过失 三皇之时，食肉衣皮，巢居穴处，以崇质朴，岂复须章黼之冠，曲裘之饰哉。然其人称有德，而孰疣之。--汉·牟融《理惑论》疣赘疣（胾）yóu⒈俗称'瘊子'。是一种病毒感染的皮肤病。症状是皮肤上出现针头至黄豆大小的疙瘩，不痒不痛。⒉
4310,疥,表3丙表1000字,9画,jiè,丶 一 丿 丶 ㇀ 丿 ㇏ 丿 丨,true(a9~e9),疥 疥疮，一种皮肤病，非常刺痒，是疥虫寄生而引起的。又名疥癣 疥，搔也。--《说文》又如疥癣之疾(本指疥与癣两种皮肤病，喻作为害不很大的祸患);疥搔(疥疮);疥癞(疥疮和头癣)通痎。隔日疟 齐侯疥，遂痾。--《左传》。孔颖达疏疥当为痎，痎是小疟，痾是大疟。疥 污，弄脏 疥疮疥癣疥jiè疥疮，由疥虫引起的皮肤传染病。病损呈针头大小的丘疹、水疱，非常刺痒。病损多见于手指间、腕、肘窝、腋窝、腹股沟等皱折部位。爱清洁，讲卫生，可预防疥疮。
4317,闾,表3丙表1000字,9画,lǘ,丶 丨 𠃌 丨 𠃍 一 丨 𠃍 一,true(a9~e9),闾 (形声。从门，吕声。本义里巷的大门)同本义 闾，里门也。--《说文》二大夫出，相与踦闾而语。--《公羊传》便旋闾阎。--张衡《西京赋》门闾无关。--《吕氏春秋·仲夏》发闾左戍渔阳九百人。--《汉书·陈胜传》又如倚闾而望;闾阋(指内部斗争);闾墓(里巷和墓道的大门);闾闬(里巷的门)里巷 闾，里也。--《广雅·释宫》魏文侯过段干木之闾而轼之。--《吕氏春秋·期贤》违郢都之旧闾兮。--《楚辞·刘向·九叹·思古》又如闾吏(里巷小吏);闾陌(里巷);闾社(闾里乡社);闾肆(街闾lǘ⒈〈古〉一种居民组织，五家为比，五比为～。⒉里巷的门倚～而望。⒊里巷穷～漏屋。⒋
4322,籼,表3丙表1000字,9画,xiān,丶 丿 一 丨 丿 丶 丨 ㇄ 丨,true(a9~e9),籼 籼稻 籼似粳而粒小，始自闽入，得种于占城国。--《本草纲目》又如灿稻(水稻品种之一。稻株比粳稻稍高，分蘖力强，但杆软易倒伏。米粒细长，无粘性)籼米籼（秈）xiān
4331,洱,表3丙表1000字,9画,ěr,丶 丶 ㇀ 一 丨 丨 一 一 一,true(a9~e9),洱海洱ěr洱海，湖名，在云南。洱 ěr 见'洱水'﹑'洱海'。【洱水】①古水名。源出今河南省内乡县熊耳山，东南流注于渦水。②即洱海。【洱河】即今云南省的西洱河。【洱海】湖名。古称叶榆泽。在云南省大理市﹑洱源县间。因其形如耳得名。西汇点苍山麓诸水，冲积为肥沃的大理平原。北纳西洱河，流出大理市，汇合漾濞江，注入澜沧江。有'三岛'﹑'四洲'﹑'九曲'之胜，是著名风景区。
4336,洇,表3丙表1000字,9画,yīn,丶 丶 ㇀ 丨 𠃍 一 丿 丶 一,true(a9~e9),洇 水名 洇，水也。--《说文》亦指水流洇 液体在纸、布及土壤中向四外散开或渗透 洇、湮yīn墨水着在纸、布等上面向周围散开这种纸写字有些～。洇yān 1.埋没，泯灭。
4337,洄,表3丙表1000字,9画,huí,丶 丶 ㇀ 丨 𠃍 丨 𠃍 一 一,true(a9~e9),洄 (会意。从水回，回亦声。本义逆流而上)同本义 洄，溯洄也。--《说文》逆流而上曰泝洄。--《尔雅·释水》溯洄从之，道阻且长。--《诗·秦风·蒹葭》浔阳五溪水，沿洄直入巫山里。--李白《送别》又如洄沿(洄，逆流而上;沿，顺流而下);洄游(同回游)追溯往昔 游今洄古，可以鉴矣。--《契丹国志·契丹国初兴本末》学生虽溯洄思切，自念风尘俗吏，未由再睹仙颜，今何幸于此处相遇!--《红楼梦》水回旋而流 洄huí⒈水流回旋。⒉逆流而上。
4343,洮,表3丙表1000字,9画,táo,丶 丶 ㇀ 丿 丶 ㇀ 乚 丿 丶,true(a9~e9),洮〈名〉(形声。从水，兆声。本义洮水)同本义 洮，洮水出陇西临洮，东北入河--《说文》在甘肃省西南部，黄河上游支流，源出甘肃、青海边境的西倾山东麓，东流到岷县折向北，经临洮县到毛帘峡附近入黄河。长500余公里。通称洮河古地名 春秋时曹地盟于洮。--《春秋·僖公八年》。注曹地，在今山东曹州府。故址在今山东省鄄城西春秋时鲁地公会杞伯姬于洮。--《左传·庄公二十七年》。注鲁地。故址在今山东省泗水县境洮 〈动〉冲洗 王乃洮頮水。--《书·顾命》所以洮汰涤荡至洮táo洮河，在甘肃省。洮yáo 1.湖名。又名长塘湖﹑长荡湖。在江苏省溧阳﹑金坛两县境内。洮dào 1.古水名。在江淮之间。
4346,浔,表3丙表1000字,9画,xún,丶 丶 ㇀ 𠃍 一 一 一 亅 丶,true(a9~e9),浔 水体边缘的陆地(如海边、河边) 浔，厓深也。--《说文》浔，厓也。--《广雅》故虽游于江浔海裔。--《淮南子·原道》。注厓也。弭节乎江浔。--枚乘《七发》吴蜀成婚此水浔，明珠步障屋黄金。--《三国演义》故虽游于江浔海裔。--《淮南子》又如浔涘(水边)浔阳是江西九江市的别名 水名 浔水，在山东省莒县东南，西南流注入沭水浔江，在广西东部，即西江中游桂平县至梧州市段的别称浔 海洋测量中计算水深的单位 浔（潯）xún⒈水边。⒉江西省九江市的简称。浔yín 1.见'浸浔'。
4351,恹,表3丙表1000字,9画,yān,㇀ 丶 丨 一 丿 一 丿 ㇏ 丶,true(a9~e9),恹 (形声。从心，厌声。本义精神不振的样子)困倦，精神委靡 微弱 僧体枯瘦，气息恹然，渐无生气。--清·葆光子《物妖志》恹（懕）yān恹yàn 1.厌恶。 2.满足。 3.心服。
4353,恺,表3丙表1000字,9画,kǎi,㇀ 丶 丨 丨 ㇄ 丨 𠃍 一 乚,true(a9~e9),恺 (形声。从心，豰声。本义欢乐，和乐)同本义 恺，乐也。--《说文》。按，豰，愷实同一字。中心物恺。--《庄子·天道》。又如恺悌(和乐平易，平易近人。也作恺弟，岂弟);恺恻(和乐恻隐);恺豫(和乐)明 夫不勤勤则前人不当，不恳恳则觉德不恺。--《文选·扬雄·剧秦美新》恺 假借为凯。军队胜利后所奏之乐 王师大献，则令奏恺乐。--《周礼·大司乐》。郑玄注恺乐，献功之乐。秋七月丙申，振旅，恺以入于晋。--《左传·僖公二十八年》。杜预注恺（愷）kǎi⒈欢乐，和乐大～。⒉⒊〈古〉通'凯'奏～。
4358,宥,表3丙表1000字,9画,yòu,丶 ㇀ 乛 一 丿 丨 𠃌 一 一,true(a9~e9),宥 (形声。从宀，有声。宀表示房屋。本义广厦容人曰宥)宽仁;宽待 宥，宽也。--《说文》宥，宽也。--《国语·周语》闻在宥天下，不闻治天下也。--《庄子·在宥》知其冤而宥其失。--唐·李朝威《柳毅传》又如宥世(以宽仁之政治理国家);宥德(宽仁之德)宽恕 天尊岂可违天擅杀，望天尊暂宥。--《梼杌闲评--明珠缘》中间驰至九天，以告上帝。帝知其冤，而宥其失，前所谴责，因而获免。--唐·李朝威《柳毅传》又如宥免(宥恕，宥赦，宥过。宽恕别人的过错);宥愆(宽恕罪过)赦免 宥yòu⒈宽容，原谅，饶恕宽～。～他。⒉帮助。
4360,衲,表3丙表1000字,9画,nà,丶 ㇇ 丨 丿 丶 丨 𠃌 丿 丶,true(a9~e9),衲 僧徒的衣服，常用许多碎布补缀而成，因即以为僧衣的代称 自出家来长自在，缘身一衲一绳休。--白居易《赠僧自远禅师》又如衲子(衲为僧衣。故借称僧徒为衲子);衲衣(僧衣);衲袄(和尚所穿的大袖上衣);衲裙(僧人的衣裳);衲帛(丝织物品)僧徒自称或代称 老衲供茶碗，斜阳送客舟。--戴叔伦《题横山寺》又如老衲;衲子(指僧徒);衲衣(代称僧人);衲师(僧侣);衲徒(僧人，僧众);衲僧(和尚，僧人)衲 〈动〉缝补，补缀 拘挛补衲，蠹文已甚。--钟嵘《诗品诗》又如衲裰(布块补缀衲nà⒈缝补。〈引〉拼凑做成百～衣。⒉僧衣，也指僧人老～（僧人自称）。
4361,衽,表3丙表1000字,9画,rèn,丶 ㇇ 丨 丿 丶 丿 一 丨 一,true(a9~e9),衽 (形声。从衣，壬声。本义衣襟)同本义 衽二尺有五寸。--《仪礼·丧服记》再拜稽首以衽受。--《公羊传·昭公二十五年》楚必敛衽而朝。--《汉书·张良传》又如衽左(左衽。我国古代某些少数民族的服装，前襟向左掩，异于中原一带的右衽。用以指受外族的统治);衽服(左衽之服。指少数民族的服装);衽发(披发左衽。指古代中原地区以外少数民族的装束)指床草席 御衽于奥。--《仪礼·士昏礼》。注卧席也。衽席床第。--《周礼·王府》又如衽席(床褥与莞簟);衽席之上(比喻安衽（裧）rèn〈古〉⒈衣襟。⒉睡觉用的席子～席。
4365,祜,表3丙表1000字,9画,hù,丶 ㇇ 丨 丶 一 丨 丨 𠃍 一,true(a9~e9),祜 (形声。从示，古声。本义福;大福) 同本义 祜hù福其～伊何（伊语气 词）？
4367,祚,表3丙表1000字,9画,zuò,丶 ㇇ 丨 丶 丿 一 丨 一 一,true(a9~e9),祚 (形声。从示，乍声。本义福;福运)同本义 若能类善物，以混厚民人者，必有章誉蕃育之祚。--《国语》今当祚永运隆之日，太平无为之世。--《红楼梦》真主已出，隋祚不长。--《隋唐演义》又如祚长(福运久长);祚薄(福分微薄);祚土(福地;疆土);祚胤(福运及于后代子孙);祚庆(福祐)帝位 往者王莽作逆，汉祚中缺。--《东都赋》祚 赐福 天祚明德。--《左传》皇天嘉之，祚以天下。--《国语》今吾兄嗣位未几，辄思篡汉，皇天必不祚尔!--《全图绣像三国演义》又祚zuò⒈福，赐福。⒉通'阼'。皇帝的地位陛下践～（践祚即位）。
4368,诮,表3丙表1000字,9画,qiào,丶 ㇊ 丨 丶 丿 丨 𠃌 一 一,true(a9~e9),诮 (形声。从言，肖声。《说文》作谯。本义责备)同本义 诮，呵也。--《龙龛手鉴》丈人归，酒醒而诮其子。--《吕氏春秋·疑似》又如诮责(责备;谴责);诮诘(责问);诮噪(谴责和讥刺);诮让(责问);诮斥(斥责);诮项(指樊哙在鸿门宴上斥责项羽之事)嘲讽 列壑争讥，攒峰竦诮。--孔稚圭《北山移文》又如诮谤(讥诮毁谤);讥诮(冷言冷语地讥讽);诮骂(讥笑谩骂);诮讽(讥笑讽刺);诮戏(嘲笑逗乐);诮辱(讥讽侮辱)诮 简直，完全 诮qiào⒈讥讽讥～。⒉责备，谴责～他几句。
4371,诰,表3丙表1000字,9画,gào,丶 ㇊ 丿 一 丨 一 丨 𠃍 一,true(a9~e9),诰 (形声。从言，告声。本义告诉)同本义，上告下曰诰 诰，告也。--《说文》。段注以言告人，古用此字，今则用告字。以此诰为上告下之字。按，上告下之义，古用诰，秦复造诏安当之。--《说文通训定声》伊尹申诰于王。--《书·太甲下》后以施命诰四方。--《易·姤》告上曰告，发下曰诰。--《列子·杨朱》注雅告奥义。--《书·序》诰誓不及五帝。--《荀子·大略》。注诰誓以言辞相诫约也。至秦又造诏字以当之。--《书·大诰》释文又如诰命夫人(特指受封赠的夫人);诰授(以诰命授与);诰文诰gào⒈〈古〉帝王给臣子的命令诏～。制～。封～。⒉文体的一种，用于告戒或劝勉。
4372,诳,表3丙表1000字,9画,kuáng,丶 ㇊ 丿 ㇁ 丿 一 一 丨 一,true(a9~e9),诳 (形声。从言，狂声。本义欺骗，迷惑) 同本义(隐瞒事实真相迷惑人) 诳，欺也。--《说文》诳，诳惑也。--《玉篇》幼子常视无诳。--《礼记·曲礼》以诳刘子。--《国语·周语》齐田单后与骑劫战，果设诈诳燕军。--《史记·乐毅列传》民疾其态，天子诳之。--《国语·晋语二》将军纪信乃乘王驾，诈为汉王，诳楚，楚皆呼万岁。--《史记·高祖本纪》又如诳驾(因失陪而向客人说的道歉的话);诳谬(狂妄荒谬);诳上(欺骗君上、尊长);诳世(欺骗世人);诳动(欺骗煽动)诳kuáng欺骗，迷惑～语。～言。他在～人。
4373,鸩,表3丙表1000字,9画,zhèn,㇀ 乛 丿 𠄌 丿 𠃌 丶 ㇉ 一,true(a9~e9),鸩 传说中的一种毒鸟。把它的羽毛放在酒里，可以毒杀人。用鸩的羽毛泡成的毒酒～酒。饮～止渴。用毒酒害人。鸩zhèn⒈传说中的一种毒鸟。羽毛紫绿色，放在酒中能毒死人。⒉用鸩毛泡成的毒酒饮～止渴（〈喻〉只顾眼前，不顾后果）。⒊使用鸩酒（也指毒酒）害人。
4377,弭,表3丙表1000字,9画,mǐ,𠃍 一 ㇉ 一 丨 丨 一 一 一,true(a9~e9),弭 (形声。从弓，耳声。本义角弓，末端用骨做装饰的弓)同本义 弭，弓无缘，可以解辔纷者。--《说文》。按，以骨饰两头，不缴束，不漆。若不获命，其左执鞭弭，右属櫜韐，以与君周旋。--《左传·僖公二十三年》弓梢的弯曲处 象引鱼服。--《诗·小雅·采薇》桦皮装弓，两端骨弭。--《南史》又如弭头(弓的下端)弭 〈动〉止息;中断 不可弭忘。--《诗·小雅·沔水》祸至今未弭。--《国语·周语下》众不可弭。--《国语·晋语二》于是乎弭其百苛。--《国语·弭mǐ⒈消除，停止～除。消～。内难未～。⒉安抚，安定，顺服～从。
4379,胥,表3丙表1000字,9画,xū,乛 丨 一 丿 ㇏ 丨 𠃌 一 一,true(a9~e9),胥 (形声。从肉，疋声。本义蟹酱)同本义 胥，蟹醢也。--《说文》青州之蟹胥。--《周礼·庖人》注蟹胥，取蟹藏之，使骨头解胥胥然也。--《释名》共祭祀之好胥。--《周礼》片刻，一会儿 胡蝶胥也。--《列子·天瑞》胡蝶胥也化而为虫。--《庄子》胥 古代官府中的小吏;特指古代掌管捕捉盗贼的小官吏◇作偦 里胥猾黠。--《聊斋志异·促织》就老胥而问。--清·方苞《狱中杂记》部中老胥。胥某谓曰。胥某笑曰。又如胥里(乡里小吏);胥役(胥吏与差役胥xū⒈都，全～备。民～傚矣（傚效法）。⒉〈古〉小官吏～吏。里～（一里之长）。钞～（管抄写的小官）。
4381,陟,表3丙表1000字,9画,zhì,㇌ 丨 丨 一 丨 一 丨 丿 丿,true(a9~e9),陟 (会意。甲骨文字形。从阜，从步。左边是山坡，右边是两只向上的脚，表示由低处向高处走。本义由低处向高处走;升;登高)同本义，与降相对 陟，登也。--《说文》陟，陞也。--《尔雅》陟降庭止。--《诗·周颂·闵予小子》汝陟帝位。--《虞书》省幽明以黜陟。--张衡《东京赋》陟彼崔嵬。--《诗·周南·卷耳》人陟降大艰。--柳宗元《井铭并序》又如陟屺(登屺山。比喻思念母亲。屺，无草木的山);陟岵(登岵山。比喻思念父亲。岵，草木繁茂的山)登程，上路 若升高，必自下;若陟遐，必陟zhì⒈登，上～山。⒉提升。陟dé 1.得，应验。
4382,娅,表3丙表1000字,9画,yà,𡿨 丿 一 一 丨 丨 丶 丿 一,true(a9~e9),娅 (形声。从女，亚声。本义连襟，姊妹之夫相互的称谓) 同本义 两婿相谓为娅。--《尔雅》娅（媔）yà连襟，姐妹的丈夫相互的称呼。娅yǎ 1.见'娅姹'。娅yā 1.见'娅鬟'﹑'娅嬛'。
4384,娆,表3丙表1000字,9画,ráo、rǎo,𡿨 丿 一 一 ㇂ 丿 一 丿 乚,true(a9~e9),娆 柔弱 娆，弱也。--《广雅》妍媚 看红装素裹，分外妖娆。--毛泽东《沁园春·雪》又如妖娆(妩媚多姿);娇娆(柔美妩媚)嬈娆 (形声。从女，尧声。本义烦扰;扰乱)同本义 娆，苛也。--《说文》娆，烦也。亦恼也。--《纂文》除苛解娆。--《汉书·晁错传》其神不娆。--《淮南子·原道》伤死者其鬼娆。--《淮南子·俶真》又如娆乱(扰乱);娆固(扰乱蛊惑);娆害(捣乱破坏);娆败(扰乱破坏);娆恼(烦忧)戏弄 娆，戏弄也。--《说文》娆（嬈）ráo娆（嬈）rǎo烦扰，扰乱。娆yǎo 1.柔弱貌。参见'娆娆'。
