seq,word,hzctable,strokesnum,pinyins,strokes,strokesok,explanation
4872,铢,表3丙表1000字,11画,zhū,丿 一 一 一 𠄌 丿 一 一 丨 丿 ㇏,true(a11~e11),铢 (形声。从金，朱声。从金与货币有关。本义古代重量单位，二十四铢为一两)同本义 虽分国如锱铢。--《礼记·儒行》现代泰国基本货币单位铢，权十分黍之重也。--《说文》铢 钝，不锋利 其兵戈铢而无刃。--《淮南子·齐俗》细微 陛下铢分邪正，升黜分明，天下幸甚。--《辽史》铢积寸累为学须铢积寸累。--曾国藩《克勤小物》铢两悉称铢zhū〈古〉我国重量单位。约三十八～等于一市两。〈喻〉极少～两。～积寸累（一～一寸地积累。形容得来不易）。
4875,铧,表3丙表1000字,11画,huá,丿 一 一 一 𠄌 丿 丨 丿 乚 一 丨,true(a11~e11),铧 锹，人力翻土农具的一种 安装在犁上用来破土的铁片 铧（鏵）huá装在犁上用来破土耕地的农具犁～。
4876,铨,表3丙表1000字,11画,quán,丿 一 一 一 𠄌 丿 ㇏ 一 一 丨 一,true(a11~e11),铨 (形声。从金，全声。本义称重量的器具，即秤)同本义 铨，衡也。--《说文》称谓之铨。--《广雅·释器》夫挈轻重不失铢两，圣人弗用，而县之乎铨衡。--《淮南子·齐俗训》又如铨衡指古代史书中解说、评议一类的文字 后之史家，或谓之论，或谓之序，或谓之铨，或谓之评。--宋·郑樵《通志》姓铨 称量;衡量;鉴别 无铨度天下之众寡。--《国语·吴语》。注称也。考量以铨。--《汉书·王莽传》又如铨次(衡量而排定次序。也作诠次);铨序(评论文章的品第序次);铨判铨quán⒈秤，衡量轻重用～。～度。⒉旧时称盐官吏～选。～授。⒊
4877,铩,表3丙表1000字,11画,shā,丿 一 一 一 𠄌 丿 丶 一 亅 丿 丶,true(a11~e11),铩 长刃矛，古代的一种兵器 不敌于鉤戟长铩也。--《汉书·陈胜项藉传》。注铍也。鉯耰棘矜，非铦于钩戟长铩也。--汉·贾谊《过秦论》铍有镡 铩，铍有镡也。--五代·徐锴《说文系传》铩 摧残;伤害铩羽暴鳞，复见翻跃。--鲍照《拜侍郎上疏》又如铩羽(毛羽伤残，不能高飞。比喻人受摧残而失志);铩翼(羽毛摧败，不能高飞);铩翅(折翅);铩翮(即铩羽);铩羽暴鳞(铩羽涸鳞。毛羽伤残，鱼池水干。比喻不得志，处境极为困难)铩，《字林》张翼也铩（鎩）shā⒈〈古〉一种长刃矛。⒉摧残，伤残。⒊
4883,铰,表3丙表1000字,11画,jiǎo,丿 一 一 一 𠄌 丶 一 丿 丶 丿 ㇏,true(a11~e11),铰〈名〉剪刀，亦称铰刀 欲将鬃鬣重剪裁，乞借新成利铰刀。--曹唐《病马》铰，即今妇功缝人所用者，俗呼剪手。--《正字通》钉铰，即补钉。又为铜匠之称 铰，今凡刀柄、鞍首皆有钉铰。--《正字通》金属装饰宝铰星缠，镂章霞布。--《文选·颜延之·赭白马赋》机械工业中的一种用铰刀切削修光孔的加工方法 铰链 铰 〈动〉用剪刀剪东西 用铰刀扩大或修整 铰刀铰jiǎo⒈用钳或剪刀剪把电线～断。⒉机械工业上的一种切削方法～孔。
4884,铱,表3丙表1000字,11画,yī,丿 一 一 一 𠄌 丶 一 丿 𠄌 丿 ㇏,true(a11~e11),铱 银白色硬脆很重的铂族金属元素， 主要价态是三价和四价， 通常以与铂或锇的天然合金存在于铱锇矿中， 在常温下耐多种化学侵蚀， 专用于硬化铂合金， 适用于外科仪器， 电气和其他科学仪器， 宝石和金笔尖 铱yī金属化学元素。符号ir。银白色，质硬而脆，熔点高∠金可制做坩埚、钢笔（自来水笔）尖等。
4888,氪,表3丙表1000字,11画,kè,丿 一 一 ⺄ 一 丨 丨 𠃍 一 丿 乚,true(a11~e11),氪〈名〉一种无色惰性气体元素，它存在于空气中，以体积计，在空气中占百万分之一 氪灯氪kè化学元素。符号kr。通常为无色气体，无味，无臭。化学性质极不活泼，难于跟其它元素化合。能吸收x射线，可用作遮挡x射线的材料。
4889,牾,表3丙表1000字,11画,wǔ,丿 一 丨 ㇀ 一 丨 𠃍 一 丨 𠃍 一,true(a11~e11),牾 相逢 重华不可牾兮，孰知余之从容。--《史记·屈原贾生列传》背逆 牾，逆也。--《说文》自郡吏以下皆畏避之，莫敢与牾。--《汉书·严延年传》又如抵牾(矛盾。也作牴牾);牾逆(违逆，触犯)牾wǔ逆，抵触，冲突抵～。
4895,笸,表3丙表1000字,11画,pǒ,丿 一 丶 丿 一 丶 一 丨 𠃍 一 ㇄,true(a11~e11),笸(形声。从竹，叵声。笸箩)笸篮笸箩笸pǒ
4901,笳,表3丙表1000字,11画,jiā,丿 一 丶 丿 一 丶 𠃌 丿 丨 𠃍 一,true(a11~e11),笳 (形声。从竹，加声。本义胡笳)中国古代北方民族的一种吹奏乐器，似笛。通常称胡笳 刁斗笳吹。--清·邵长蘅《青门剩稿》又如笳角(胡笳与号角。系北方少数民族的军中乐器);笳鼓(胡笳与胡鼓);笳吟(胡笳吹奏;笳声萦回)古代妇女使用的发簪 笳 jiā
4907,偈,表3丙表1000字,11画,jì、jié,丿 丨 丨 𠃍 一 一 丿 𠃌 丿 丶 ㇄,true(a11~e11),偈 佛经中的唱词 偈 勇武 其人晖且偈。--汉·扬雄《太玄·阙》行动急促 偈jié⒈勇武。〈引〉快速有力的样子～兮若驾驷马。⒉见jiy。偈jì⒈佛教僧人的唱词。⒉见jié。偈qì 1.休息。
4909,偬,表3丙表1000字,11画,zǒng,丿 丨 丿 𠃌 丿 丿 丶 ㇀ ㇃ 丶 丶,true(a11~e11),见倥偬偬（傯）zǒng偬cōng 1.急遽。见'偬偬'﹑'偬遽'。
4915,舸,表3丙表1000字,11画,gě,丿 丿 𠃌 丶 一 丶 一 丨 𠃍 一 亅,true(a11~e11),舸 (形声。从舟，可声。本义大船)同本义 看万山红遍，层林尽染;漫江碧透，百舸争流。--毛泽东《沁园春·长沙》又如舸舰(大船，巨舰);小船，也泛指船 又豫备走舸，各系大船后。--《三国志》舸gě大船百～争流。
4925,猗,表3丙表1000字,11画,yī、yǐ,丿 ㇁ 丿 一 丿 丶 一 丨 𠃍 一 亅,true(a11~e11),猗 (形声。从犬，奇声。本义阉割过的狗) 同本义 猗，犬也。--《说文》猗 长大 节彼南山，有实其猗。--《诗·小雅》猗 美盛的样子 猗 叹词。常用于句首，表示赞叹 河水清且涟猗。--《诗·卫风·伐檀》又如猗欤休哉(多么快乐啊)猗 用于句末，相当于啊 断断猗，无他技。--《书·秦誓》猗yī⒈文言叹词。〈表〉赞美～与休哉！⒉文言助词。相当于'兮'河水清且涟～！猗yǐ 1.加，超越。 2.通'倚'。依;靠着。 3.通'倚'。亲近貌。 4.通'掎'。牵引。猗ē 1.柔美貌。猗wēi 1.见'猗移'。
4927,猞,表3丙表1000字,11画,shē,丿 ㇁ 丿 丿 ㇏ 一 一 丨 丨 𠃍 一,true(a11~e11),猞猁猞shē
4929,斛,表3丙表1000字,11画,hú,丿 ㇇ 丿 𠃌 一 一 丨 丶 丶 一 丨,true(a11~e11),斛〈名〉(形声。从斗，角声。本义古量器名，也是容量单位，十斗为一斛)同本义 十斗曰斛。--《仪礼》比喻物之小 斛hú量器名。又是容量单位。〈古〉十斗为一～，南宋末年改为五斗为一～。
4931,馗,表3丙表1000字,11画,kuí,丿 ⺄ 丶 丿 一 丿 丨 𠃍 一 一 一,true(a11~e11),馗〈名〉四通八达的大道。同逵 馆宅充廛里，女士满庄馗。--王粲《从军诗》又如馗龙(九头龙。馗四通八达的道路，比喻头很多)馗kuí⒈四通八达的道路大～。⒉馗qiú 1.大菌。参见'馗厨'。
4932,馃,表3丙表1000字,11画,guǒ,丿 乛 𠄌 丨 𠃍 一 一 一 丨 丿 ㇏,true(a11~e11),馃guǒ
4934,鸾,表3丙表1000字,11画,luán,丶 一 丨 丨 丿 丶 丿 𠃌 丶 ㇉ 一,true(a11~e11),鸾 (形声。从鸟，羉声。本义鸟名。凤凰的一种。雄性的长生鸟)同本义 鸾，赤神灵之精也。--《说文》又赤色，五采，鸡形，鸣中五音。周成王时氐羌献鸾鸟。--《周书·王会》。注大于凤。鸾鸟，凤皇属也。--《广雅》离为鸾。--《春秋元命苞》女床之山，有鸟名曰鸾鸟。--《山海经·西山经》鸣女床之鸾鸟，舞丹穴之凤凰。--张衡《东京赋》又如鸾俦(佳侣。鸾凤凰一类的神鸟);鸾帚(用鸾尾制成的拂尘供仙人所用);鸾皇(鸾和皇，都是凤凰之类的神鸟。皇，通凰);鸾鸟(神鸟鸾（? 鸾guàn 1.地名用字。参见'鸾鸟'。
4937,庾,表3丙表1000字,11画,yǔ,丶 一 丿 丿 丨 一 𠃍 一 一 丿 ㇏,true(a11~e11),庾〈名〉(形声。从广，臾声。广，依山崖建成的房子。从广与房屋有关。本义露天的谷堆)同本义 钉头磷磷，多于在庾之粟粒。--唐·杜牧《阿房宫赋》又如庾积(露天储积之谷物)储存水路转运粮食的仓库粟粮漕庾，不下十万。--《战国策》泛指粮库钉头磷磷，多于在庾之粟粒。--唐·杜牧《阿房宫赋》又如庾司(宋代管理粮仓的机构);庾曹(管理仓廪之曹司);庾吏(古代管粮仓的小官);庾廪(粮食)量词。古代量名，容二斗四升 庾yǔ⒈露天的谷仓。〈引〉一般的谷仓。⒉〈古〉容量单位，一庾等于十六斗。⒊庾yú 1.草名用字。
4939,痍,表3丙表1000字,11画,yí,丶 一 丿 丶 ㇀ 一 𠃍 一 ㇉ 丿 ㇏,true(a11~e11),痍 创伤 楚子郑师败绩。败者称师，楚何以不称师?王痍也。王痍者何?伤乎矢也。--《公羊传》痍痏(创伤。多指战乱所造成的);痍毁(创伤;破坏)痍 受创伤 痍yí伤，创伤～伤。疮～。
4943,旎,表3丙表1000字,11画,nǐ,丶 一 𠃌 丿 丿 一 𠃍 一 丿 丿 乚,true(a11~e11),旎(形声。双音词旖旎，本为旌旗随风飘扬的样子，引申为柔美的样子)--见旖旎柔和美好旎nǐ
4946,阈,表3丙表1000字,11画,yù,丶 丨 𠃌 一 丨 𠃍 一 ㇀ ㇂ 丿 丶,true(a11~e11),阈 门槛 阈，门榍也。--《说文》阈，门限也。--《玉篇》柣谓之阈。--《尔雅》。注阈，门限。不践阈。--《礼记·曲礼》宾入不中门，不履阈。--《礼记·玉藻》见兄弟不踰阈。--《左传·僖公二十二年》思不出乎门阈。--《汉书·王莽传》仍增崖而衡阈。--《后汉书·班固传》立不中门，行不履阈。--《论语·乡党》又如阈闱(妇女所居的内室)泛指界限或范围 门户;门口 仰瞻城阈，俯惟阙庭。--三国魏·曹植《应诏》阈值阈yù门坎。〈引〉界限或范围～值。视～。
4948,阊,表3丙表1000字,11画,chāng,丶 丨 𠃌 丨 𠃍 一 一 丨 𠃍 一 一,true(a11~e11),阊(形声。从门，昌声。 本义阊阖)阊阖阊，天门也。楚人名门曰阊阖。--《说文》排阊阖而入帝宫。--《史记·司马相如传》吾令帝阍开关兮，倚阊阖而望予。--屈原《楚辞·离骚》九天阊阖开宫殿，万国衣冠拜冕旒。--王维《和贾舍人早朝大明宫之作》阊门《阊门即事》--唐·张继阊chāng⒈①神话传说中的天门。②皇宫的正门。⒉阊tāng 1.鼓声。
4951,阏,表3丙表1000字,11画,yān,丶 丨 𠃌 丶 一 𠃌 丿 丿 ㇏ 丶 丶,true(a11~e11),阏e阻塞 阏，遮拥也。从门，於声。--《说文》又如阏塞(壅塞，阻塞);阏往(阻止放逸的意念和行为);阏绝(阻断，杜绝);阏积(阻滞积聚)遏止;抑制 民气郁阏而滞著。--《吕氏春秋·古乐》又如阏制(遏制);阏密(禁绝);阏抑(抑制)阏 门扇;闸板 开通沟渎，起水门提阏，凡数十处。--《汉书·召信臣传》阏 yan阏氏阏yān阏è 1.遏止;抑制。 2.堵塞。 3.门扇;闸板。阏yù 1.见'阏与'。 2.通'淤'。淤泥。阏yè 1.见'单阏'。
4956,焐,表3丙表1000字,11画,wù,㇀ 丿 丿 丶 一 丨 𠃍 一 丨 𠃍 一,true(a11~e11),焐 用热的东西接触凉的或湿的东西使暖和、变干 焐wù用热的东西接触冷的东西使其变暖用电热炉～ ～手。
4957,烯,表3丙表1000字,11画,xī,㇀ 丿 丿 丶 丿 丶 一 丿 丨 𠃌 丨,true(a11~e11),烯 即烯属烃 即烯烃 烯xī有机化合物的一类。分子式可用ＣnＨ2n表示。例如乙烯。
4961,烷,表3丙表1000字,11画,wán,㇀ 丿 丿 丶 丶 ㇀ 乛 一 一 丿 乚,true(a11~e11),烷 一系列饱和脂肪烃cnh2n+2(如甲烷、乙烷等)的任一种 火 烷，火也。--《集韵》烷wán有机化合物的一类，分子式可用cnh2n+2表示。此类化合物是构成石油的主要成分。
4964,渚,表3丙表1000字,11画,zhǔ,丶 丶 ㇀ 一 丨 一 丿 丨 𠃍 一 一,true(a11~e11),渚 (形声。从水，者声。本义古水名。渚水)水中的小洲 小洲曰渚。--《说文》引《尔雅》。传渚，小洲也。两涘渚涯之间。--《庄子·秋水》渠弭于有渚。--《国语·齐语》夕弭节兮北渚。--《楚辞·湘君》乘鄂渚而反顾兮。--《楚辞·涉江》江有渚，之子归，不我与。--《诗·召南·江有渚》避渚洲。--宋·文天祥《后序》又如渚牙(洲上初生的草芽);渚田(小洲上的田);渚烟(笼罩在小洲上的烟雾);渚泽(洲中积水的洼地)水边 汛洲清川渚，遥望高山阴。渚zhǔ水中的小块陆地沙～。江有～。
4965,淇,表3丙表1000字,11画,qí,丶 丶 ㇀ 一 丨 丨 一 一 一 丿 丶,true(a11~e11),淇〈名〉水名。又名淇河 淇，淇水出河内共北山，东入河，或曰出隆虑西山。--《说文》按，古为黄河支流，自河南省林县东南曲折流至今汲县东北淇门镇南入黄河古州名 山名 淇 qí淇水，源出河南省林县，流入黄河，三国之后改道流入卫河。
4969,涿,表3丙表1000字,11画,zhuō,丶 丶 ㇀ 一 丿 ㇁ 丿 丿 丶 丿 ㇏,true(a11~e11),涿 水滴 涿，流下滴也。--《说文》。段玉裁注今俗谓一滴为一涿，音如笃，即此字也。水名 涿州 与蚩尤战于涿鹿之野。--《庄子·盗跖》。涿州属河北省『置涿县，为涿郡治所，唐改范阳县，明为涿州，1913年复改涿县，现又改为涿州涿zhuō涿州，在河北省。涿zhuó 1.通'琢'。参见'涿摩'。 2.通'烛'。阴器。《三国志．蜀志．周群传》'先主嘲之曰'昔吾居涿县，特多毛姓，东西南北皆诸毛也。'涿令称曰'诸毛绕涿居乎？''章炳麟《新方言．释形体》'夫惟涿为阴器，故毁阴曰椓……今江南运河而东皆谓阴器为涿，舌上音从舌头音，读如督。'一说，通'属'。阴窍。见杨树达《积微居小学金石论丛．释属》。
4970,淖,表3丙表1000字,11画,nào、chuò、zhuō,丶 丶 ㇀ 丨 一 丨 𠃍 一 一 一 丨,true(a11~e11),淖〈名〉(形声。从水，卓声。本义泥沼;深泥，烂泥)同本义 淖，泥也。--《说文》天雨淖。--《汉书·韦元成传》世沉淖而难论兮。--《楚辞·怨世》和泥曰淖。--《通俗文》有淖于前，乃皆左右相违于淖。--《左传·成公十六年》濯淖污泥之中。--《资治通鉴·汉纪》又如淖泞(泥烂滑溜);淖湴(淤泥);淖污(泥水混浊);淖田(烂泥田);淖潦(烂泥积水)流体 漆淖水淖，合两淖则为蹇。--《吕氏春秋》姓淖 〈形〉湿润 淖乎如在于海。--《管子·内业》。淖，湿也。--《广雅》又如淖泽(湿润)淖nào⒈泥沼，烂泥泥～。⒉柔，柔和～弱。⒊淖zhào 1.中和，调和。淖zhuō 1.姓。战国楚有淖齿。见《韩非子．内储说上》。淖chuò 1.宽。 2.见'淖约'﹑'淖弱'﹑'淖溺'。
4974,渑,表3丙表1000字,11画,miǎn、shéng,丶 丶 ㇀ 丨 𠃍 一 丨 𠃍 一 一 乚,true(a11~e11),渑 古水名 有酒如渑，有肉如陵。--《左传·昭公十二年》渑（澠）miǎn⒈渑池县，在河南省。渑（澠）shéng⒈
4976,淝,表3丙表1000字,11画,féi,丶 丶 ㇀ 丿 𠃌 一 一 𠃍 丨 一 乚,true(a11~e11),淝〈名〉淝河。也叫淝水 淝 féi〈古〉【淝水】（也写作'肥水'）即今东淝河，在安徽省～水之战。另有南～、西～、北～等河，都在安徽省。
4977,淬,表3丙表1000字,11画,cuì,丶 丶 ㇀ 丶 一 丿 丶 丿 丶 一 丨,true(a11~e11),淬 (形声。从水，卒声。本义盛水以供淬火的器具) 同本义 淬，灭火器也。--《说文》。按，贮水以焠刃之器，其实焠、淬同字，刃出于火，故从火。淬 淬火 得赵人徐夫人之匕首，取之百金，使二以药淬之。--《战国策·燕策》火与水合为淬。--《汉书·天文志》以药淬之。--《史记·刺客传》又如淬淬黑(如钢铁淬过火一样的颜色);淬砺(淬火磨砺。比喻人刻苦锻炼;勤勉奋发);淬刃(刀刃淬火)磨 又如淬镜(磨镜);淬磨(磨砺;磨炼)喻磨炼;勉励 淬 cuì淬火。【淬火】金属或玻璃的一种热处理工艺。将工件加热到适宜的温度，保温，随即快速冷却（通常在水、油或空气中冷却）。一般用以提高硬度和强度或改变其它物理与化学性能。【淬砺】制造刀剑必须淬火和磨砺。比喻刻苦锻炼。
4978,涪,表3丙表1000字,11画,fú,丶 丶 ㇀ 丶 一 丶 丿 一 丨 𠃍 一,true(a11~e11),涪〈名〉水名 古州名 涪 fú涪江，源头在四川省，流经重庆市，入嘉陵江。涪póu 1.见'涪沤'。
4994,谌,表3丙表1000字,11画,chén、shèn,丶 ㇊ 一 丨 丨 一 一 一 丿 丶 ㇄,true(a11~e11),谌 相信 谌，诚谛也。--《说文》天难谌斯。--《诗·大雅·大明》天难谌，命靡常。--《书·咸有一德》谌 真诚，忠诚 谌 chén①相信。②确实如此；诚然。③姓。谌chén⒈诚然，的确～称一绝。⒉信，相信。
4997,皲,表3丙表1000字,11画,jūn,㇀ 乛 一 𠃋 丨 ㇀ 乛 丿 丨 ㇇ ㇏,true(a11~e11),皲 手足的皮肤冻裂 皲裂足肤皲裂。--明·宋濂《送东阳马生序》皲jūn皮肤因寒冷或干燥而破裂。也作'龟'～裂。又指物体开裂田地～。
5004,谕,表3丙表1000字,11画,yù,丶 ㇊ 丿 ㇏ 一 丨 𠃌 一 一 丨 亅,true(a11~e11),谕 (形声。从言，俞声。本义旧时上告下的通称。也指告诉)同本义 谕，告也。--《说文》以谕九税之利。--《周礼·掌交》讶士掌四方之狱讼，谕罪刑于邦国。--《周礼·秋官》又如谕葬(圣上发旨的葬仪);面谕;谕知(告谕而使人知晓)明白、懂得 谕，晓也。--《广雅》教之以事而谕诸德者也。--《周礼·师氏》注其言多当矣，而未谕也。--《荀子·儒效》又不能谕其内志。--《汉书·文帝纪》先生坐!何至于此!寡人谕矣。--《战国策·魏策》谕 旧时用指上对下的文告、指示 谕yù⒈告诉，叫人知道（旧时多用于上对下）～旨。面～。上～。手～。⒉〈古〉同'喻'。
5007,谙,表3丙表1000字,11画,ān,丶 ㇊ 丶 一 丶 丿 一 丨 𠃍 一 一,true(a11~e11),谙 (形声。从言，音声。本义熟悉)同本义谙，悉也。--《说文》江南好，风景旧曾谙。--白居易《忆江南》协久在中朝，谙练旧事。--《晋书·刁协传》故谙事识体者，善权轻重。--《晋书·刑法志》未谙姑食性，先遣小姑尝。--王建《淅嫁娘》。又如谙悉(熟知);谙练(熟知，有经验)熟记其陵树株蘖，皆谙其数。--《后汉书·虞延传》⒈熟悉～练。⒉知道，精通深～医术。
5013,粜,表3丙表1000字,11画,tiào,㇄ 丨 丨 ㇄ 丨 丶 丿 一 丨 丿 ㇏,true(a11~e11),粜 (会意兼形声。从出，从糶，糶亦声。本义卖出谷物)同本义 粜，出谷也。--《说文》物踊腾粜。--《史记·平淮书》贩谷粜千钟。--《史记·货殖传》二月卖新丝，五月粜新谷。--唐·聂夷中《咏田家》泛指出卖 想那粜风月的女娘，似饥狼饿狼。--《雍熙乐府》粜（糶）tiào卖出粮食～粮。五月～新谷。
5014,隍,表3丙表1000字,11画,huáng,㇌ 丨 丿 丨 𠃍 一 一 一 一 丨 一,true(a11~e11),隍 (形声。从阜，表示与地形地势的高低上下有关，皇声。本义没有水的护城壕) 同本义 隍，城池也，有水曰池，无水曰隍。--《说文》城复干隍。--《易·泰》又如隍陴(城壕与女墙);隍阱(城壕、陷坑);隍堑(城壕)隍huáng 没有水的护城壕。
5016,婧,表3丙表1000字,11画,jìng,𡿨 丿 一 一 一 丨 一 丨 𠃌 一 一,true(a11~e11),婧 苗条美好 婧，妍婧也。--《思玄赋》注引说文舒妙婧之纤腰兮，扬杂错之裲徽。--《文选·张衡·思玄赋》女子贞洁 婧，女贞也。--《集韵》婧 美女 女子人名用字 婧，齐相管仲妾也。--《列女传》婧jìng〈形〉有才能的。诗曰∶'女告齐相，称说辩且正。'
5018,婕,表3丙表1000字,11画,jié,𡿨 丿 一 一 𠃍 一 一 丨 一 丿 ㇏,true(a11~e11),婕妤婕jié
5026,欸,表3丙表1000字,11画,èi、ěi、ǎi,𠃋 丶 丿 一 一 丿 ㇏ 丿 ㇇ 丿 ㇏,true(a11~e11),
5036,绺,表3丙表1000字,11画,liǔ,𠃋 𠃋 ㇀ 丿 ㇇ ㇏ 丨 丶 丨 𠃍 一,true(a11~e11),绺 丝缕编成的线 上有仙人长命绺，中看玉女迎欢绣。--唐·沈佺期《七夕曝衣篇》绺 一束理顺了的丝、线、须、毛发等 绺子一绺子头发绺liǔ量词。常用于成束的丝、线、须、发等两～儿线。三～头发。绺liǔ（～儿）一束（理顺了的丝线须发等）∶两～儿线.五～儿须.一～儿头发.
5037,绻,表3丙表1000字,11画,quǎn,𠃋 𠃋 ㇀ 丶 丿 一 一 丿 ㇏ 𠃌 乚,true(a11~e11),绻 (形声。从糸，卷声。古作卷。本义屈曲)同本义 收缩 兵横行天下而无所绻，威服四方而无所诎。--《淮南子》缱绻。相结牢固，不离散。引申作眷恋 绻quǎn
5038,绾,表3丙表1000字,11画,wǎn,𠃋 𠃋 ㇀ 丶 ㇀ 乛 丨 𠃍 一 𠃍 一,true(a11~e11),绾 (形声。从糸，官声。本义系)同本义 盘绕，系结 范进一面自绾了头发，一面向郎中借了一盆水洗洗脸。--《儒林外史》又如绾合(结合，系在一起);绾发(束发，结发。比喻少年);绾髻(束发编结为髻);绾角儿(古时孩童束发为两髻，形状如角，因以借指童年);绾束(缠缚);绾约(绾束，盘绕成结)卷起 系念;挂念 长安陌上无穷树，唯有垂杨绾别离。--唐·刘禹锡《杨柳枝词九首》控制 总管 奉阳君绾wǎn⒈系，盘结～个结。～头发。⒉卷把裤脚～起。
5049,琨,表3丙表1000字,12画,kūn,一 一 丨 ㇀ 丨 𠃍 一 一 一 𠄌 丿 乚,true(a12~e12),琨〈名〉美玉 琨，石之美者。从玉，昆声。--《说文》献环琨与琛缡兮，申厥好以玄黄。--汉·张衡《思玄赋》琨kūn玉的一种。
5054,琬,表3丙表1000字,12画,wǎn,一 一 丨 ㇀ 丶 ㇀ 乛 丿 ㇇ 丶 𠃌 乚,true(a12~e12),琬 一种上端浑圆而无棱角的圭 玉琬徒见传，交友义渐疏。--南朝·鲍照《拟古八首》美玉 琬圭琬圭九寸。--《考工记》琬wǎn
5058,鼋,表3丙表1000字,12画,yuán,一 一 丿 乚 丨 𠃍 一 丨 𠃍 一 一 乚,true(a12~e12),鼋 动物名，亦称绿团鱼，俗称癞头鼋 鱼鳖鼋鼍。--《墨子·公输》又如鼋鼎(烹鼋的鼎);鼋鼍(大鼋与鼍龙);鼋桥(以鼋鼍为桥梁。形容帝王出驾行列之盛大)鼋鱼，元鱼鼋yuán 1.大鳖。俗称癞头鼋。 2.通'蛍'。蜥蜴。
5059,揳,表3丙表1000字,12画,xiē,一 亅 ㇀ 一 一 一 丨 𠃌 丿 一 丿 ㇏,true(a12~e12),
5060,堞,表3丙表1000字,12画,dié,一 丨 ㇀ 一 丨 丨 一 ㇄ 一 丨 丿 ㇏,true(a12~e12),堞 (形声。从土。葉声。本义城墙上如齿状的矮墙) 同本义 堞，城上女垣也。--《说文》。按，古城用土，加以砖墙，为之射墙也，亦谓之陴，或谓之陴倪。傅于堞。--《左传·襄公六年》又如雉堞;城堞堞dié〈名〉城墙上齿状的矮墙。
5063,揠,表3丙表1000字,12画,yà,一 亅 ㇀ 一 丨 𠃍 一 一 𡿨 丿 一 ㇄,true(a12~e12),揠 (形声。从手，匽声。本义拔起)同本义 揠，拔也。--《说文》拔心曰揠。--《小尔雅·广物》宋人有闵其苗之不长而揠之者，芒芒然归。--《孟子·公孙丑上》又如揠苗助长提拔 德与琼素不相下，一旦揠之在上，则必争。--《宋书·岳飞传》抓着马鞍 杀得曹操盔斜发乱，发甲捶胸，揠鞍吐血。--《老残游记》揠苗助长拔揠yà拔～苗助长（〈喻〉强求速成，反而把事情弄糟）。
5067,颉,表3丙表1000字,12画,jié、xié、jiá,一 丨 一 丨 𠃍 一 一 丿 丨 𠃍 丿 丶,true(a12~e12),颉仓颉上古人名，相传他创造中国文字颉 颈项僵直的 颉，直项也。从頁，吉声。--《说文》王公大人有严志颉颃之行。--《淮南书》邹衍以颉亢而取世资。--《汉书·扬雄传》长短颉喔百疾。--《吕氏春秋》又如颉佷(强项凶狠)颉 鸟飞而下 燕燕于飞，颉之颃之。--《诗·邶风·燕燕》又如颉杭(上下飞动);颉滑(错乱);颉地颃空(借措建筑物的构件有的向下，有的向上)颉 有花纹的缯男女椎髻，穿绿颉布短衫。--元·汪大渊《岛夷志略》颉jié⒈⒉见xié。颉xié⒈①鸟往上往下飞。②不相上下或对抗相互～颃。颉jiá 1.截取;克扣。 2.通'抯'。地名用字『高祖刘邦曾封其兄子信为'羹颉侯'。张守节正义引《括地志》'羹颉山在妫州怀戎县东南十五里。'参见'颉羹'。
5070,耋,表3丙表1000字,12画,dié,一 丨 一 丿 丿 乚 一 𠃋 丶 一 丨 一,true(a12~e12),聎 (形声。从老，至声。本义年老。古指七、八十岁的年纪，泛指老年) 同本义 年八十曰聎。字亦作耋。--《说文》则大耋之嗟。--《易·离》。马注七十曰耋。使率一二耋老而绥焉。--《公羊传·宣公十二年》耆耋好礼。--《礼记·射义》又如耋老(年老;老年人);耋吏(老吏);耋耄(高寿);耋寿(指高寿的人;老人);耋耄之年耋 dié七八十岁的年纪。泛指老年耄（mào）～之年。
5078,聒,表3丙表1000字,12画,guō,一 丨 丨 一 一 ㇀ 丿 一 丨 丨 𠃍 一,true(a12~e12),聒〈动〉(形声。从耳，本义吵扰，声音高响或嘈杂)同本义 聒，欢语也。--《说文》聒，扰乱耳孔也。--《苍颉篇》聒而与之语。--《左传·襄公二十六年》。疏声乱叫谓之聒。今汝聒聒。--《书·盘庚》。传无知之貌。鸲鹆鸣兮聒余。--《楚辞·疾世》。注多声乱耳为聒。日长思睡不可得，遭尔聒聒何时停?--宋·欧阳修《鸣鸠》又如聒吵(又作吵聒、聒炒。吵闹，吵嚷);聒聒(象声词。杂乱喧吵的声音);聒杀(形容非常嘈杂、喧闹);聒天(声音响彻云天);聒账(众声喧扰，通宵达旦)频繁地称说聒guō喧闹，声音嘈杂宾客盈（满）坐，鸣声～耳。
5080,葚,表3丙表1000字,12画,rèn、shèn,一 丨 丨 一 丨 丨 一 一 一 丿 丶 ㇄,true(a12~e12),桑葚儿桑葚，桑树的果实，味甜可食 ren葚shen桑树的果实 葚，桑实也。从草，甚声。字亦作椹。--《说文》于嗟鸠兮，无食桑葚。--《诗·卫风·氓》葚rèn⒈用于口语。葚shèn桑树结的果实桑～。
